business_name,website,email,email_tier,phone,lead_score,validation_signals,source_query,email_role,Email_Source
Thompson plumbing and hvac services llc,http://www.thompsonplumbingandhvacservices.com/,hello@thompsonplumbingandhvacservices.com,1,+1 937-594-1820,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Evolution heating&cooling,,,,+1 614-600-1102,75,,Ohio Google Batch 2,,
Enervise,http://www.enervise.com/,hello@enervise.com,1,+1 614-968-7207,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
All in One Housing Specialists,http://www.all-in-onehousingspecialist.com/,hello@all-in-onehousingspecialist.com,1,+1 740-361-8296,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Albion Heating & Air Conditioning,,,,+1 614-954-3258,75,,Ohio Google Batch 2,,
RACR Heating & Cooling,,,,+1 419-884-0481,75,,Ohio Google Batch 2,,
Black's Heating and Air Conditioning,http://brian.my-free.website/,hello@brian.my-free.website,1,+1 419-631-8561,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Assurance Air LLC,http://www.assurance-air.com/,hello@assurance-air.com,1,+1 614-901-9110,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Salmons Heating & Cooling LLC,,,,,75,,Ohio Google Batch 2,,
J & J Plumbing & HVAC,,,,+1 740-225-4532,75,,Ohio Google Batch 2,,
"PTI Electric, Plumbing, & HVAC",https://pti-electric.com/,hello@pti-electric.com,1,+1 614-987-8784,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Wenger Temperature Control,http://www.wengertempcontrol.com/,hello@wengertempcontrol.com,1,+1 614-443-2212,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Hubbs Heating & Air,http://hubbsheating.com/,hello@hubbsheating.com,1,+1 614-999-3082,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Northeast Ohio Heating & AC,http://www.northeastohioheating.com/,hello@northeastohioheating.com,1,+1 330-454-4484,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Hitech PTAC Services Ohio,http://www.hitechptacservicesohio.com/,hello@hitechptacservicesohio.com,1,+1 234-805-1105,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
KD Heating and Cooling,https://kdhvacair.com/,hello@kdhvacair.com,1,,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
All Service Repair,,,,+1 614-546-6742,75,,Ohio Google Batch 2,,
James Heating Cooling & Electrical,,,,+1 740-747-0226,75,,Ohio Google Batch 2,,
"Brittman Heating and Ventilation, LLC",http://www.brittmanheating.com/?cid=glbc&utm_source=google&utm_medium=organic&utm,hello@brittmanheating.com,1,+1 614-858-8400,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
"Dakota Mechanical - Heating, Ventilation and Air Conditioning",http://dakotamechanicalhvac.com/,hello@dakotamechanicalhvac.com,1,,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
A.S.A.P. Repair,http://asaprepair.net/,hello@asaprepair.net,1,+1 937-539-6475,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
General Heating and Air Conditioning,,,,+1 614-696-2648,75,,Ohio Google Batch 2,,
Huge Heating & Cooling,https://www.hugeheating.com/contact/,hello@hugeheating.com,1,+1 440-234-4157,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
"Scarlet Oak Heating, Cooling, and Plumbing",https://www.scarletoakoh.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15184972136025981434,hello@scarletoakoh.com,1,,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Air Plus Heating and Cooling,http://www.airplusheatingcooling.com/,hello@airplusheatingcooling.com,1,+1 740-625-7587,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Ross Heating & Cooling,,,,+1 740-362-7677,75,,Ohio Google Batch 2,,
Essential Air Care LLC.,,,,+1 614-984-7172,75,,Ohio Google Batch 2,,
All year heating & cooling,,,,+1 614-706-3106,75,,Ohio Google Batch 2,,
Complete Air Systems Heating & Cooling LLC,http://completeairsystemsoh.com/,hello@completeairsystemsoh.com,1,+1 740-345-2021,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Foxcroft HVAC & Refrigeration,,,,,75,,Ohio Google Batch 2,,
Lowe's Air Duct Cleaning,https://lowesair.com/ohio/columbus/?utm_source=google&utm_medium=organic&utm_campaign=gmb-columbus-oh,hello@lowesair.com,1,+1 614-300-3008,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Reliable HVAC Services,http://www.reliablehvacsc.com/,hello@reliablehvacsc.com,1,+1 864-315-3100,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Savings HVAC,https://savingshvac.com/contact-us/,dave@savingshvac.com,1,+1 513-728-4647,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
1st Class Air Conditioning Services,,,,,75,,Ohio Google Batch 2,,
Gahanna Furnace & Air Conditioning,https://www.gahannaair.com/,inbound@gahannaair.com,1,+1 614-379-3602,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Kozik Plumbing Heating & Cooling,http://kozikplumbingheating.com/,hello@kozikplumbingheating.com,1,+1 419-468-3328,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
MB Mechanical Ohio,https://mb-columbus.com/contact/,hello@mb-columbus.com,1,+1 614-928-3532,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Affinity Heating & Cooling Solutions LLC,,,,+1 419-569-7155,75,,Ohio Google Batch 2,,
Hero Heating Cooling & Home Repairs,,,,+1 614-441-8693,75,,Ohio Google Batch 2,,
Maher Shamrukh Heating and Cooling,,,,+1 614-721-8359,75,,Ohio Google Batch 2,,
Better Service LLC,https://betterservicellc.com/,hello@betterservicellc.com,1,+1 614-784-3133,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Five Star Cooling,https://www.columbusacrepair.com/,hello@columbusacrepair.com,1,+1 614-310-4998,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
S & L Heating / Cooling,,,,+1 740-251-7845,75,,Ohio Google Batch 2,,
Salmons Heating & Cooling,,,,+1 614-329-9067,75,,Ohio Google Batch 2,,
Fillmore HVAC & Refrigeration,,,,,75,,Ohio Google Batch 2,,
Ace Welding & Mechanical LLC and Crane Services,,,,,75,,Ohio Google Batch 2,,
Hero Heating Cooling & Home Repairs Co,https://hero-heating-cooling-home-repairs.square.site/,hello@hero-heating-cooling-home-repairs.square.site,1,,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
"Heights A/C & Heating, LLC.",http://www.heightsacandheating.com/,hello@heightsacandheating.com,1,+1 832-729-0017,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
C W Payne Services Co Inc,,,,+1 740-397-6110,75,,Ohio Google Batch 2,,
F5 Facility Services Ohio,https://f5svcs.com/,jiml@f5svcs.com,1,+1 412-921-5555,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Delta T Mechanical,https://deltatmechanical.com/,hello@deltatmechanical.com,1,,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
HVAC in Harmony,https://hvacinharmony.com/,hello@hvacinharmony.com,1,,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Rickett Industrial Environmental Systems,http://rickettindustrial.com/,hello@rickettindustrial.com,1,+1 419-747-7721,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
614 HVAC services,https://preview--columbus-hvac-copywriter.lovable.app/,hello@preview--columbus-hvac-copywriter.lovable.app,1,,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Best Air Conditioning & Heating,https://www.bestairsatx.com/,john@bestairsatx.com,1,+1 210-494-2255,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Bart Fey HVAC LLC,https://bartfeyhvacoh.com/,hello@bartfeyhvacoh.com,1,+1 614-641-5920,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Johns Custom Remodeling,https://johnscustomremodelingllc.com/,hello@johnscustomremodelingllc.com,1,+1 614-743-6515,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Central Ohio Construction Group,http://www.cocginc.com/,joshua@cocginc.com,1,+1 513-827-1273,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Liberty Industrial Services,http://libertyindustrial.org/,ben@libertyindustrial.org,1,+1 740-501-5451,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Handyman Hart,https://www.handymanhart.com/,tyler@handymanhart.com,1,,75,,Ohio Google Batch 2,owner,Tier 1 (Decision Maker)
Koala Insulation of Central Ohio,https://koalainsulation.com/central-ohio?utm_source=extnet&utm_medium=yext,hello@koalainsulation.com,1,+1 614-696-6458,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Mr Fix It LLC,https://www.mrfixllcdublin.com/,hello@mrfixllcdublin.com,1,+1 614-596-8396,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
Mid-Ohio Ductless,http://midohioductless.com/,hello@midohioductless.com,1,+1 740-392-5660,75,,Ohio Google Batch 2,owner,Absolute Exhaustive
